English,Tunisian
"Don't even start. All this back-breaking work, from sunrise to sunset, for what? They want to take everything for free.",بلا ما تبدأ. هالخدمة اللي تكسّر الظهر، من الصباح للمغرب، علاش؟ يحبّو ياخذو كل شي ببلاش.
It's the same story every year. What can we do? This is our livelihood.,Tunisian: نفس الحكاية كل عام. شنوّة نجمو نعملو؟ هذا رزقنا.
"I looked at the plan for the new open-space office. It looks modern, but I'm concerned it will be too loud.",Tunisian: طلّيت على البلان متاع المكتب الجديد open-space. يبان موديرن، أمّا مقلقني باش يكون فيه برشة دوشة.
I had the same thought. It will be hard to concentrate or take calls.,أنا زادة جاتني نفس الفكرة. باش يكون صعيب نركّز ولا نردّ على التلفونات.
"Maybe we can suggest adding a few small, soundproofed 'quiet rooms' for focused work.",يمكن نقترحو عليهم يزيدو شوية غرف هدوء صغار، يكونو معزولين على الصوت، للخدمة اللي تحتاج تركيز.
That's a great compromise. Let's send an email to HR with the suggestion.,هاذا compromis باهي برشة. خلينا نبعثو email لـ HR بالاقتراح.
"Hello, do you have Aptamil formula, number 2?",عسلامة، عندكم حليب Aptamil نمرو 2؟
"Yes, certainly. Here is the 800-gram can. Do you need anything else?",إي، بطبيعة. تفضّل، هاهي البواطة 800 غرام. تستحقّ شي آخر؟
"No, that will be all. Thank you.",لا، هكّا برك. يعيشك.
"You know, Salma, sometimes I feel I come here more for our morning chat than for the coffee itself.",تعرّفي يا سلمى، ساعات نحس روحي نجي لهنا على خاطر هدرة الصباح متاعنا أكثر من القهوة بيدها.
"And I appreciate it, my dear! Seeing our regulars is the best part of the day.",و نقدّرها برشة، يا عيّشي! أحنا كي نشوفو حرفانا القارة، هذيك أحلى حاجة في نهارنا.
May God bless you.,ربي يبارك فيك
"Every time it rains this hard, I remember that day we got stuck in the city center.",كلّ مرّة تصبّ كيما هكّا بالقدا، نتفكّر نهار ذاك كي تعلّقنا في سنتر ڤيل
"Oh my goodness, yes! We were completely soaked by the time we found shelter. I've never been that wet in my life.",يا لطيف، إي! كنّا مبلّلين للعضم لين لقينا وين نتسترو. عمري ما تبلّلت هالقدّ في حياتي.
"Okay, we are about to start the dune bashing now. Please make sure your seatbelt is on and fastened tightly. It will be a fun but bumpy ride!",أوكي، تاو باش نبدّاو ال dune bashing. بالله تأكّدوا إلّي لابسين حزام السلامة ومربوط مليح. باش تكون دوّرة مزيانة أمّا تنقّز شوية!
I'm buckled up! Let's do it.,ربّطت la ceinture! خلّينا نعملوها.
I'm a bit confused by the stonework. Why do some parts look so different from others?,أنا شوية محتار في الخدمة متاع الحجر. علاش بعض البلايص يبانوا مختلفين برشة على غيرهم؟
"That's an excellent observation. The lower, rougher-looking foundations you see are Punic, from the original Carthaginian city.",ملاحظة باهية برشة. الأساسات اللّي لتحت واللّي منظرهم خشن شوية واللي تشوف فيهم راهم بونيقيّة، من المدينة القرطاجيّة الأصليّة.
And the more structured parts on top?,و القطع المرتّبة أكثر من فوق؟
"Those are Roman. After they destroyed Carthage, they built their own city directly on top of the ruins. You're literally looking at two different civilizations layered on top of each other.",هاذم رومان. من بعد ما خرّبوا قرطاج، بنّاو مدينتهم همّة فوق الخراب direct. راك حرفيًا تشوف زوز حضارات فوق بعضهم.
"So, how do I get a new card and PIN now?",دونك، تاو كيفاش نعمل باش ناخو كارت جديدة وcode PIN جديد؟
We have already ordered a new card for you. It will be available for pickup at this branch within 7 to 10 business days.,احنا ديجا طلبنالك كارطة جديدة. باش تكون جاهزة تاخوها من الagence هاذي بين 7 و10 نهارات خدمة.
And the PIN?,والـ PIN؟
"The PIN will arrive in a separate, secure mailer. You will receive an SMS when the card is ready.",الكود PIN باش يوصلك في ظرف وحدو مأمّن. وقتلي الكارت تكون جاهزة باش توصلك SMS.
"Good morning. Do you have the premium diesel today, or just the regular one?",تونسية: صباح الخير. اليوم عندكم القازوال الممتاز ولا كان العادي برك؟
"Morning. Unfortunately, we only have regular diesel at the moment.",صباح الخير. مع الأسف، تاو ما عنا كان gasoil العادي.
"Alright, regular will have to do. Fill it up, please.",باه، العادي يقدّي الغرض. عبيها فلّ، بالله.
Did you hear that Sarah from marketing got the promotion?,سمعت اللي سارة متاع marketing خذات الpromotion؟
"I did. Honestly, I'm a bit surprised, especially after that big mistake on the last campaign.",عملتها. بصراحة، أنا مستغرب شوية، خاصة بعد الغلطة الكبيرة هذيك في الكامبان اللي فاتت.
"Well, you know how it is. They say she's very good at playing politics.",هاك تعرف كيفاش الدنيا تمشي. يقولوا عليها تعرف تلعبها سياسة على الآخر.
"Ah, that explains everything then.",آها، هكّا يتفسّر كل شي.
I think I just drank a cup of hot brown water. They're calling it coffee again.,نحسب روحي توّا شربت كاس متاع ما سخون ملوّن بالبُنّي. راهم عاودوا يسمّيوها قهوة.
You're brave for even trying it! I swear it gets worse every day.,قلبك قوي اللي حتى جرّبتها! نحلف راهو كل نهار أسوأ من اللي قبلو.
We should start a petition. Or just start bringing our own coffee maker from home.,يلزمنا نعملو عريضة. ولا حتى نبدّاو نجيبو ماكينة القهوة متاعنا من الدّار.
Peace be upon you. I feel like I'm drowning in paperwork these days.,تسليم: السلام عليكم. نحس روحي غارق في الوراق والدوسيات هالأيام.
"And upon you, peace. Tell me about it. I spend more time filling out forms than preparing my lectures.",وعليكم السلام. ما تحكيليش. نصرف وقت أكثر في تعمير الفورمات من اللي نحضّر محاضراتي.
Exactly! This administrative workload is taking us away from our core mission of teaching and research.,بالضبط! كثرة الخدمة الإداريّة هاذي قاعدة تبعّدنا على المهمّة الأساسيّة متاعنا: التعليم والبحث العلمي.
"They really need to hire more administrative staff or, at the very least, simplify the procedures. This isn't sustainable.",بالحقّ يلزمهم ينتدّبو أعوان إداريين أكثر، ولاّ على الأقلّ يبسّطو الإجراءات. الوضع هاذا ما ينجمش يتواصل.
"I was told the consultation was 70 dinars, but the bill is 120. Can you explain why?",قالولي الكشفيّة 70 دينار، أمّا الفاتورة طلعت 120. تنجم تفسّرلي علاش؟
"Certainly. The 70 is for the consultation, and there's an additional 50 dinar charge for the minor procedure the doctor performed in the office.",بطبيعة. الـ70 على الكشف، وزيد ثمّة 50 دينار زيادة على التدخّل الصغير اللي عملو الطبيب في الكابينة.
"Good evening. I'm looking for a famous pastry shop, I think it's called Masmoudi?",مسّاك بالخير. نلوّج على باتيسري معروفة، نخمّم اسمها مسمودي؟
"Ah yes, Masmoudi. You are very close. Continue down this street for about 100 meters, it will be on your left, just after the pharmacy.",تونسية: آه إي، مسمودي. إنت قريب برشة. كمّل طول في الشارع هذا قرابة 100 متر، باش تلقاه على يسارك، ديركت بعد الفارمسيّة.
"Great, thank you for your help.",هايل، يعطيك الصحّة على معونتك.
With pleasure.,تونسية: بكلّ سرور.
"Okay, this variety sounds good. But I need to be sure. Are these seeds certified? I want the ones in the sealed bag, not from an open sack.",أوكي، الصنف هذا يبان باهي. أمّا لازمني نتأكّد. البذور هاذم مصادق عليهم؟ نحبّ اللي في ساشي مسكّر، موش من شوال محلول.
"Absolutely. Everything we sell is certified and comes in a sealed, original package from the company. We don't deal with unknown sources here.",أكيد. كلّ شي نبيعوه مضمون وعندو شهادة، ويجي في علبة أصلية ومختومة من عند الشركة. ما نتعاملوش هوني مع مصادر مجهولة.
"Salma, your grades are good, but I see you're always stressed. How are you organizing your study time?",سلمى، نقاطك باهين، أمّا نشوفك ديما سترسّية. كيفاش منظّمة وقت القراية متاعك؟
"Honestly, sir, I just study all night before exams. I don't know how else to do it.",بالصّراحة يا سيدي، نبات نقرا الليل الكل قبل الامتحانات. ما نعرش كيفاش نقرى بطريقة أخرى.
That's not sustainable. Let's make a weekly schedule. A little bit every day is much better than cramming. You need your rest to succeed.,هكا ما يدومش. خلّينا نعملو برنامج أسبوعي. شويّة كل نهار خير برشة من إنّك تكدّس كل شي في الآخر. يلزمك ترتاح باش تنجح.
That looks great. Can you add a bit more cheese on top for me?,هذا يبان باهي برشة. تنجم تزيدلي شوية فرماج من فوق؟
"Of course, no problem. Here you go.",بطبيعة، ما ثماش مشكل. تفضّل.
"Ms. Director, as you finalize the 'Best Salesperson' award, I'd like to humbly put my name forward for consideration. I not only exceeded my targets but also mentored the new junior salesperson.",مدام المديرة، وانتي باش تحسموا في الفايز بجائزة 'Best Salesperson'، نحبّ بكل تواضع نرشّح روحي وتاخذوني بعين الاعتبار. موش كان تعدّيت التارجتات متاعي، زادة عاونت ووجّهت الـjunior سيلز الجديد.
Your sales figures are indeed impressive. The committee also looks at teamwork and overall contribution. Tell me more about the mentoring.,أرقام المبيعات متاعك بالرسمي مبهرة برشة. اللجنة زادة تقيّم خدمة الفريق والمساهمة العامّة. احكيلي أكثر على الmentoring.
I helped him close his first major deal and integrated him into our client relationship system. I believe building a stronger team benefits everyone in the long run.,عاونتو يسكّر أوّل صفقة كبيرة، ودمجتو في ال-CRM متاعنا. نؤمن إلّي تقوية ال-équipe تفيد الكلّ على المدى الطويل.
Thank you for sharing that. I will make sure the committee is aware of your full contribution.,يعطيك الصحّة على اللي شاركتنا بيه. باش نتأكّد اللّجنة تكون على علم بمساهمتك الكاملة.
I'm interested in philanthropy and perhaps even starting a foundation. Is that something you can advise on?,أنا مهتمّ بالأعمال الخيريّة، ويمكن حتّى نفكّر نأسّس fondation. تنجم تنصحني في الموضوع هذا؟
"Certainly. We can guide you through the process of setting up a foundation or a charitable trust, ensuring it aligns with your values and has a lasting impact.",بطبيعة، نجّمو نوجّهوك خطوة بخطوة في إجراءات تأسيس مؤسّسة ولا صندوق خيري، ونضمنو اللي يكون متماشي مع قيمك ويخلّي أثر يدوم.
Are you going out later today?,باش تخرج اليوم من بعد؟
"Yeah, I'm meeting some friends. Why, do you need a ride somewhere?",إي، باش نتلاقى مع شوية صحابي. علاش، تستحق توصيلة لشي بلاصة؟
"No, just curious. Have fun!",لا، كان فضول برك. تفرهد!
"Sir, we have thoroughly studied the recent decree-laws concerning the transport of people via applications. We want to ensure our business model is in full compliance from day one.",سيدي، راجعنا وتعمّقنا بالباهي في المراسيم الجداد اللي يتعلّقو بنقل الناس عبر applications. نحبّو نضمنو اللي modèle économique متاعنا يكون conforme للقانون من نهار اللّول.
"That is the correct approach. The law is clear: you must be registered as a transport establishment, not simply a technology intermediary. This has implications for liability and oversight.",هاذي هي الطريقة الصحّ. القانون واضح: لازمك تكون مُسجّل كمؤسّسة نقل، موش كان وسيط تكنولوجي. هذا عندو تبعات على المسؤولية والرقابة.
We understand completely. We are prepared to submit all the required documentation to formalize our status as a transport establishment under Tunisian law.,فهمنا على الآخر. إحنا حاضرين نقدّمو كلّ الوثايق اللازمة باش نرسّمو وضعيّتنا كمؤسّسة نقل حسب القانون التونسي.
"Good morning, Engineer. Please, come take a look at my Chemlali trees. The leaves have started turning yellow, and I'm worried.",صباح الخير سي المهندس. بالله تجي تلقي نظرة على شجر الشملالي متاعي؟ الوراق متاعها بدات تصفرّ وانا مقلّق.
"Good morning. Let me see. Yes, I see the discoloration. Does it start from the tip of the leaf or from the stem?",صباح الخير. خلّيني نشوف. إي، نشوف تغيّر في اللون. يبدى من طرف الورقة ولاّ من العود؟
"It seems to be all over the leaf, mostly on the older branches.",يبان راهو مغطّي الورقة الكل، وخاصّة على الفروع القدام.
That could point to a nitrogen deficiency. We should confirm with a soil test before adding any fertilizer.,هذا ينجم يورّي اللي فمّا نقص في azote. يلزمنا نتأكدو بـ analyse متاع التراب قبل ما نزيدو حتى engrais.
Is there anything I need to do while the power is out? Should I unplug my appliances?,فمّا شي لازمني نعملو كيف يتقصّ الضوّ؟ نحيّ الفيش على الماكينات متاعي؟
"Yes, that is a good idea. It is best to unplug sensitive electronics like the TV and computer until the power is stable again.",إي، فكّرة باهية. من الأحسن تنحّي الفيشة على الأجهزة الإلكترونية الحسّاسة كيما التلفزة والكمبيوتر حتى يثبت الضو مرّة أخرى.
"Beyond our company's balance sheet, we both understand the vital role phosphate plays in the national economy, especially as a source of employment and foreign exchange.",ماهوش كان الbilan متاع شركتنا، احنا الزوز نفهمو الدور الحيوي اللي يلعبو الفسفاط في الاقتصاد الوطني، خاصة كمصدر للتشغيل و للعملة الصعبة.
Absolutely. The stability and growth of this sector are a matter of national strategic interest. It is why we must work collaboratively to overcome the current challenges.,أكيد. استقرار ونموّ هالقطاع مسألة مصلحة وطنية إستراتيجية. على خاطر هذا، لازمنا نخدمو مع بعضنا باش نتجاوزو التحدّيات الحالية.
I agree completely. Our success is Tunisia's success. This is the foundation upon which our partnership with the state is built.,أنا متفّق معاك بالكلّ. نجاحنا هوّ نجاح تونس. هذا هوّ الأساس اللي شراكتنا مع الدولة مبنيّة عليه.
"Honestly, engineer, tell me the truth. Are these products actually effective, or is it just another marketing trick to get our money?",بصراحة يا مهندس، قولّي الحق. المنتوجات هاذم ينفعو بالحقّ، ولا كان خدعة متاع marketing باش ياكلولنا فلوسنا؟
"That's a very fair question. When you use a quality product correctly for the right crop, they are very effective. But you're right to be careful, not all of them are created equal.",هذا سؤال معقول برشة. كي تستعمل برودوي من نوعيّة باهية بالطريقة الصحيحة وعلى الزرعة المناسبة، يكون فعّال برشة. أمّا عندك الحقّ ترد بالك، موش الكلّ كيف كيف.
"Salah, come here. When you pick the Maltese oranges, you need to twist the stem gently, like this. Don't just pull, or you'll bruise the fruit.",Tunisian: صلاح، إيجا لهنا. كي تقطف المالطي، يلزمك تدوّر العنق متاعها بشويّة، كيما هكّا. ما تجبدهاش برك، وإلاّ تتكدّم الغلّة.
"Ah, I see. A gentle twist, not a pull. I understand, madam. I will be careful.",آه، فهمت. تدويرة خفيفة، موش جبدة. حاضر يا مدام، باش نردّ بالي.
"To make sure our plans are accurate, it would be a huge help if we could get a copy of the building's original architectural plans. Do you know if they are stored anywhere?",باش نتأكدو اللّي البلانات متاعنا مضبوطين، يعاونّا برشا كان نجمو ناخذو copie من البلانات المعماريّة الأصليّة متاع البناية. تعرف كان مخزّنينهم في شي بلاصة؟
"I'll have to check the archives. For a building this old, they might be with the municipality if not here. I'll look for them this afternoon.",يلزمني نراجع الأرشيف. بالنسبة لبناية قديمة كيما هاذي، الوثايق ينجموا يكونوا عند البلدية كان موش هوني. اليوم العشية باش نفتّش عليهم.
Are there any tax benefits for investing in local startups?,فمّا امتيازات جبائية للاستثمار في الشركات الناشئة المحلّية؟
"Yes, absolutely. If you invest in a company that has the 'Startup Act' label, you can benefit from significant tax deductions on the invested amount. It's a major incentive from the state to encourage these investments.","إي، أكيد. كان تستثمر في شركة عندها label متاع ""Startup Act""، تنجم تنتفع باعفاءات ضريبية كبيرة برشة على المبلغ اللي استثمرت فيه. هاذا حافز كبير من الدولة بش تشجّع الاستثمارات هاذم."
"Madame, before my students begin their research papers, could you give them a short talk about academic honesty?",مدام، قبل ما تلامذتي يبدّاو في البحوث متاعهم، تنجم تعطيهم كلمة صغيرة على الأمانة العلمية؟
Certainly. Plagiarism is a serious issue. I can explain how to properly cite sources using examples from both Arabic and French academic styles.,بطبيعة. الplagiat موضوع جدّي برشة. نجم نفسّر كيفاش توثّق المصادر كيما يلزم، بأمثلة من الستايل الأكاديمي العربي والفرنسي.
Excellent. That's exactly what they need to hear. When would be a good time for you?,ممتاز. هذاك بالضبط اللّي يلزمهم يسمعوه. وقتاش يناسبك؟
I am available tomorrow morning. Just bring them to the library's presentation area.,أنا موجود غدوة الصباح. جيبهم برك لبلاصة العرض متاع المكتبة.
"Hello, I heard there might be a planned power cut in the Lac 2 area tomorrow. Is that true?",عسلامة، سمعت إلّي ينجم يكون فمّا قطع مبرمج للضو في منطقة Lac 2 غدوة. صحيح؟
"Let me check for you. Yes, we have scheduled maintenance work in that area. Can I have your street name to confirm?",Tunisian: خلّيني نثبتلك. إي، عنا أشغال صيانة مبرمجة في المنطقة هذيك. تنجم تعطيني اسم الشارع متاعك باش نأكّد؟
I'm on Victory Avenue.,راني في شارع النصر.
"Yes, your street is on the list. The service will be interrupted from 9 AM to 1 PM.",إيّه، زنقتك موجودة في اللّستة. السيرفيس باش يتقطّع من التسعة متاع الصباح للواحدة متاع العشية.
"Sir, please take my seat.",سيدي، تفضّل اقعد في بلاصتي.
"Thank you, my daughter, but it's alright. I'm fine standing.",عيّشك يا بنتي، أما ميسالش. راني لاباس، نقف عادي.
"Please, I insist. I'm getting off at the next stop anyway.",Tunisian: بالله، راني مصرّ. أنا هابط في الوقفة الجاية على كلّ حال.
May God bless you. Thank you very much.,ربي يبارك فيك. يعيّشك برشة.
"Good evening. I'm in room 120. I reported the broken television this morning, and it's still not fixed. This has been very inconvenient.",مسّا الخير. أنا في chambre 120. الصباح شكّيت على التلفزة اللي خاسرة، ومازالت ما تصلّحاتش. الحكاية هاذي مقلّقة برشة.
"Madam, I am terribly sorry for this delay. This is not our standard of service.",مدام، سامحني برشة على التأخير هذا. راهو هذا ماهوش المستوى المعتاد متاع الخدمة متاعنا.
"I appreciate that, but I feel some form of compensation is appropriate for the trouble.",Tunisian: نقدّر هذا، أما نحس اللي تعويض ولو رمزي على التعب راهو معقول.
"You are absolutely right. Please accept a complimentary drink voucher for our lounge, with our deepest apologies for this lapse in service.",عندك الحقّ بالقدا. تفضّل واقبل منّا بون مشروب مجاني لللاونج متاعنا، ونحبّو نعتذرو برشة على التقصير اللي صار في الخدمة.
Can you suggest a place to eat that the locals love? I'd like to avoid the big tourist traps if possible.,تنجم تقترحلي بلاصة ناكلو فيها وأولاد البلاد يحبّوها؟ نحب نتفادى مصايد السياح الكبار كان ممكن.
"I know just the place. It’s a small, family-run restaurant that isn't in the guidebooks. They make the best couscous in town.",نعرف البلاصة بالضبط. رستوران صغيّر متاع عايلة وماهوش مذكور في الguidebooks. يعملو أطيب كسكسي في المدينة.
"Besides your diet, you need to move more. Even a simple walk every day can make a big difference for your health.",بالإضافة للريجيم متاعك، يلزمك تتحرّك أكثر. حتى مشية خفيفة كل نهار تنجم تعمل فرق كبير لصحّتك.
How much walking do you recommend?,قدّاش تنصحني نمشي؟
Try to start with 30 minutes a day if you can. The most important thing is to be consistent.,جرّب تبدا بنص ساعة في النهار كان تنجم. أهمّ حاجة هي المداومة.
"Once the subsidy is approved, where is the best place to buy the equipment? Do you have a list of reliable suppliers in the area?",كي تتعدّى المنحة، وين أحسن بلاصة نشري منها الmatériel؟ عندك liste متاع مزوّدين ثقة في الجهة؟
"Yes, I can give you the names of three reputable suppliers right here in the region. They all carry quality equipment and offer good service.",إي، نجم نعطيك أسامي ثلاثة مزوّدين ثقة هوني في الجهة. الكلّ يبيعو matériel باهي ويقدّمو service باهي.
Excellent. That will save me a lot of time searching.,هايل. هذا باش يوفّرلي برشة وقت في التقلّيب.
How much does my previous credit history affect my chances of getting this loan?,قدّاش يأثّر الhistorique القدّيم متاع الكريدي متاعي على حظوظي باش ناخو هالقرض؟
It's very important. We check your record with the Central Bank of Tunisia. A clean history with no payment defaults significantly increases your chances of approval and may help you secure a better rate.,مهم برشة. نحنا نراجعو الدّوسي متاعك عند البنك المركزي التونسي. تاريخ نضيف بلا تأخير ولا تعثّر في الخلاص يزيد برشة في حظوظك باش يتقبّل طلبك، وينجم يعاونك تاخو نسبة فايدة أحسن.
Good afternoon. I've paid the duties and taxes. Am I cleared for exit?,عشيّة مبروكة. خلّصت المعاليم الديوانية والأداءات. نجم نخرج؟
"Let me check. The customs duties are settled, but the system shows the Port Authority fees are still outstanding.",خلّيني نشيّك. المعاليم الديوانية مخلّصين، أمّا السيستام يوري اللي معاليم ديوان المواني مازال ما تخلّصوش.
"That's impossible, I paid them this morning. I have the receipt right here.",مستحيل، خلّصتلهم صباح اليوم. عندي الوصل هوني.
"Okay, please present the receipt. Sometimes there's a delay for the payment to reflect in our system.",أوكي، ورّيني الوصل لو سمحت. ساعات يصير تأخير قبل ما يبان الخلاص في système متاعنا.
"I'm sorry to bother you, but this meat is quite tough and a bit undercooked.",سامحني كان غلبتك، أما اللحم هذا قاسح برشة وشوي ناقص طياب.
I am very sorry about that. Let me take it back to the kitchen for you.,Tunisian: سامحني برشة على الحكاية هاذي. خلّيني ناخذو ونرجّعو للكوجينة.
"One moment please, I need to call someone to do a price check.",لحظة برك، من فضلك، حاشتي نكلم حدّ باش نتثبت في السّوم.
"Okay, no problem.",أوكي، ما فمّاش مشكل.
Ahmed! Can you please check the price of this coffee in aisle 5 for me?,أحمد! بالله تنجم تشوفلي سوم القهوة هاذي في رايون 5؟
Good day. Can I see the latest report from your pest control provider and check the placement of the bait stations?,نهارك زين. تنجم تورّيني آخر rapport من عند المزوّد متاع مكافحة الحشرات ونشيّكوا على بلايص الستاسيونات متاع الطعم؟
"Welcome. Yes, here is the service log from last week. The map of the stations is on the second page. Let's do a walkthrough.",مرحبا. إي، هاو سجلّ الخدمة متاع الأسبوع اللي فات. كارتة المحطّات في الصفحة الثانية. خلّينا نعملو جولة.
"Doctor, this rash on my elbows and knees is incredibly itchy and flaky. It keeps coming back.",دكتور، الطفح اللي على كواعي وركبي يحكّني ياسر ويتقشّر برشة. ديما يرجع.
"This looks like a classic psoriasis flare-up. It's a chronic condition, but we can manage it effectively.",يظهرلي هذي نوبة كلاسيكية متاع الصدفية. هي حالة مزمنة، أمّا ننجمو نتحكّمو فيها بنجاعة.
What kind of treatment can help with the itching and appearance?,شنوّة نوع العلاج اللي ينجم يخفّف الحكّة ويحسّن منظر الجلد؟
I'll prescribe a medicated ointment to calm the inflammation and recommend a specific moisturizing routine to keep the skin hydrated and reduce flare-ups.,باش نوصفلك بومّادة طبية تهدّى الالتهاب، وننصحك بروتين ترطيب معيّن باش تبقى البشرة مرطّبة وتنقص نوبات التهيّج.
How are we supposed to look professional when it's forty degrees? I feel like I'm melting in this blouse.,كيفاش باش نبانوا بروفيشونال والحرارة أربعين درجة؟ نحس روحي نتسيّح في البلوزة هاذي.
"Tell me about it. I was so tempted to wear open-toed shoes today, but I wasn't sure if it crossed the line.",ياخي ما تحكيش. تغرّيت برشة اليوم باش نلبس صبّاط مفتوح من القدّام، أمّا ما كنتش متأكّدة كان يتعدّى الحدّ ولا لا.
"Hold on, are you sure that's a full kilo? The scale looks a little low.",استنّى شوية، متأكّد اللي هذا كيلو كامل؟ الميزان باين ناقص شوية.
"My friend, my scale is fair. But I will weigh it again for you, no problem.",يا صاحبي، الميزان متاعي صحيح. أما نعاود نوزنّهولك، ما فمّاش مشكل.
"Thank you, I appreciate it. I just want to be sure.",عيشك، نقدّرها برشة. نحب كان نتأكّد.
See? It's even a little over a kilo. I wouldn't cheat you.,Tunisian: هاك تشوف؟ راهو حتى يفوت الكيلو شوية. ما نغشّكش.
"Engineer, I always wonder if I'm watering too early or too late. Is there a better way than just feeling the soil with my hand?",Tunisian: يا إنجنيور، ديما نحاير إذا نسقي قبل وقتو ولا بعد وقتو. فمّا طريقة خير من كان نلمس التربة بيدي؟
"Absolutely. There are devices called soil moisture sensors. You place them in the ground, and they give you a precise reading of the water level in the soil.",أكيد. فمّا سنسورات متاع رطوبة التربة. تغرزهم في التراب، ويعطيوك قياس دقيق لنسبة الماء في التراب.
So the device tells me when the trees are thirsty?,يعني الجهاز يقولّي وقتاش الشجر يعطش؟
"In a way, yes. It gives you an exact number, so you only water when the trees truly need it. It removes all the guesswork.",نوع ما، إيه. يعطيك رقم مضبوط، باش تسقي كان وقت اللي الشجر بالحقّ محتاج. وتنحّي عليك التخمينة الكلّ.
"Hello, my client is asking when the new bidirectional meter will be installed. We have completed our side of the work.",عسلامة، الحريف متاعي يسأل وقتاش باش يتركّب الcompteur bidirectionnel الجديد. إحنا كمّلنا من جهتنا الخدمة.
"Good day. Once we receive your 'end of work' certificate and verify the installation, our metering department will schedule the replacement. It usually takes 5 to 10 working days.","نهاركم مبروك. كي توصلنا شهادة ""نهاية الأشغال"" ونتأكدو من التركيب، مصلحة العدّادات متاعنا باش تبرمج التبديل. عادةً العملية تاخو من 5 لـ10 نهارات خدمة."
"Okay, so the certificate is the final step on my end. I will submit it today.",أوكي، دونك الشهادة هي آخر خطوة من جهتي. باش نقدّمها اليوم.
"Perfect. Once we process it, the clock starts. Tell the client we will contact them directly for the appointment.",مريقل. كي نعدّيوها، الوقت يبدى يجري. قول للكليان اللي إحنا باش نتصلو بيه مباشرة باش نحدّدولو الرونديڤو.
"Good morning, engineer. The leaves on some of my trees look yellow and burnt at the tips. What could be causing this?",صبّاح الخير سي المهندس. الوراق متاع شويّة من شجراتي باينين مصفّرين ومحروقة طرّافهم. شنّية ينجم يكون السّبب؟
Good morning. That is a classic symptom of high salt content in the water. We should take a sample from your well and get it analyzed.,صباح الخير. هذي علامة كلاسيكية اللي نسبة الملح عالية في الميّة. يلزمنا ناخدو عيّنة من البير متاعك ونبعثوها للتحليل.
"And if the water is too salty, what is the solution?",وإذا الما مالح برشة، شنوّة الحلّ؟
"Depending on how high it is, we can discuss strategies like flushing the soil with periodic heavy watering or, if possible, mixing your well water with a fresher source.",حسب قدّاش هو عالي، نجّمو نحكيو على طرق كيما نشطفو التربة بسقي غزير دوري، ولا كان ممكن نخلّطو ما البير متاعك بماء أقلّ ملوحة.
"Good morning. While you were working near the peppers, did you notice any pests on the leaves?",صباح الخير. وقت اللي كنت تخدم حدّ الفلفل، تفطّنت بشي حشرات ولا دود على وراقه؟
"Good morning, madam. Yes, I saw some small white insects under the leaves on the far row. Not a lot, but they are there.",صباح الخير، مادام. إي، شفت شوية حشيرات صغار بيض تحت الوريقات في السطر البعيد. ماهمش برشة، أما موجودين.
"Okay, thank you for letting me know. We need to treat them before the problem spreads.",باهي، يعطيك الصحّة على التنبيه. لازمنا نعالجوهم قبل ما تتفشّى المشكلة.
Good morning. I need the latest progress report for the wind turbine foundations.,صباح الخير. حاشتي بآخر rapport متاع التقدّم لأساسات توربينات الريح.
Good morning. We've completed the pouring for foundations 5 through 8. I am compiling the data now and will have the full report for you by the afternoon.,صباح الخير. كمّلنا الصبّة متاع الفونداسيونات من 5 للـ8. توّا نجمّع الداتا وباش يكون الrapport الكامل عندك قبل العشية.
"Excellent, thank you. Let me know if there are any issues.",هايل، يعطيك الصحّة. كان فمّا أي مشكل، قولّي.
Good morning. Could you please explain how a term deposit account works?,صباح الخير. تنجم من فضلك تفسّرلي كيفاش يخدم compte à terme؟
"Of course. You deposit a sum of money for a fixed period, and you earn a higher, guaranteed interest rate. The funds are locked for that specific term.",بطبيعة. تحطّ مبلغ من الفلوس لمدّة مضبوطة، وتربح نسبة فايدة أعلى ومضمونة. الفلوس يتبلوكاو للمدّة هاذيكة بالذات.
I see. So the interest rate is fixed for the entire period?,فهمت. يعني نسبة الفايدة ثابتة على طول المدّة الكلّ؟
Exactly. It is set on the day you open the account and does not change.,بالضبط. تتحدّد نهار اللي تفتح الحساب وما تتبدّلش.
"So, do you think the national team has a real chance this year?",دونك، ترا المنتخب الوطني عندو حظوظ بالحق السنة هاذي؟
"If God wills it. They have some good players, but they lack consistency. They play with heart one day, and their heads are in the clouds the next.",إن شاء الله. عندهم شوية ملاعبية باهين، أمّا ناقصهم الثبات. نهار يلعبو بالقلب والروح، ونهار آخر تلقا روسهم في السحاب.
I agree. We just have to hope for the best and support them.,أنا موافق. ما علينا كان نرجاو الخير و نساندوهم.
"Always. We are Tunisian, we always have hope.",ديما. احنا توانسة، ديما عنا أمل.
I'm thinking of completely redoing the two bathrooms. Do you have a rough idea of the cost for the plumbing and installation work?,راني نخمّم نعاود الزوز حمّامات تبديلة كاملة. عندك فكرة تقريبية على الكلفة متاع البلومبري وخدمة التركيب؟
"For two standard bathrooms, you'd be looking at a starting price for labor and basic materials. The final cost will depend heavily on the tiles and fixtures you choose.",بالنسبة لزوز حمّامات عاديّين، تقريبًا باش تحسب سوم مبدئي على خرجة اليد والموادّ الأساسيّة. والسوم النهائي يتبدّل برشة على حسب الكارلاج والتجهيزات اللي تختارهم.
